"TOA5","CR200Series","CR200X","No_SN","CR200X.Std.02","estacaoAtual.CR2","15733","Table1"
"TIMESTAMP","RECORD","BP_mbar_Max","BP_mbar_Min","Rain_mm_Tot","AirTC_Max","AirTC_Min","RH_Max","RH_Min","SlrkJ_Tot","TdC_Max","TdC_Min","AirTC_Avg","RH_Avg","WS_ms_Avg","SlrkJ_Avg","ETo"
"2016-10-07 13:00:00",23333,620.0549,599.7497,0,36.181,33.068,45.769,35.503,4698.224,20.39249,18.0515,34.54787,40.13625,1.733472,13.05062,0.1261754
"2016-10-07 14:00:00",23334,619.9237,599.826,0,36.919,35.173,39.8,33.282,4380.671,19.81152,17.74867,35.89133,36.16337,1.816944,12.16853,0.1414431
"2016-10-07 15:00:00",23335,620.1282,599.6887,0,37.548,35.404,36.439,31.604,3622.582,19.09962,17.39689,36.56544,33.82536,1.46868,10.06273,0.1213295
"2016-10-07 16:00:00",23336,620.1679,599.7955,0,37.886,35.733,34.632,30.112,2971.085,18.63939,17.0906,36.73,32.52917,2.015972,8.253016,0.1618266
"2016-10-07 17:00:00",23337,620.0366,599.7955,0,36.58,34.786,35.716,32.08,2208.911,17.64245,16.88178,35.56551,33.85097,2.491251,6.135863,0.1860863
"2016-10-07 18:00:00",23338,620.0244,599.8168,0,34.755,31.528,45.263,35.371,1850.062,18.30111,17.13622,33.03938,40.98497,3.034792,5.139061,0.1884162
"2016-10-07 19:00:00",23339,620.4518,599.9329,0,31.54,29.22,51.601,45.193,1878.332,18.35044,18.18011,30.32604,48.46924,2.801389,5.21759,0.1050948
"2016-10-07 20:00:00",23340,620.0702,599.7589,0,29.208,27.478,58.509,51.568,1973.95,18.70065,18.22736,28.29213,55.40571,3.034791,5.483194,0.09001731
"2016-10-07 21:00:00",23341,620.058,599.7497,0,27.478,26.177,64.988,58.476,2021.245,19.23726,18.61291,26.80843,61.89278,2.105556,5.614569,0.05910337
"2016-10-07 22:00:00",23342,619.9084,599.8107,0,26.198,25.236,67.34,63.052,2032.773,19.12327,18.36518,25.72641,65.26704,1.89993,5.646591,0.04902501
"2016-10-07 23:00:00",23343,619.9084,599.765,0,25.224,24.284,75.738,67.273,2026.603,19.80356,18.71542,24.72359,71.64757,1.488333,5.629454,0.03343907
"2016-10-08 00:00:00",23344,619.881,599.7711,0,24.304,23.632,85.058,75.8,2037.593,21.03289,19.62813,23.91896,80.10186,1.374514,5.65998,0.02233513
"2016-10-08 01:00:00",23345,620.3358,599.9451,0,23.682,23.421,88.088,85.111,2067.588,21.37405,21.0291,23.53241,87.02905,1.823958,5.743301,0.01782166
"2016-10-08 02:00:00",23346,619.8596,599.7802,0,23.441,23.171,89.689,88.086,2076.669,21.49062,21.26598,23.28179,88.84319,1.714513,5.768524,0.01494249
"2016-10-08 03:00:00",23347,620.29,599.7344,0,23.232,23.06,90.535,89.632,2037.907,21.49673,21.41742,23.12041,90.24774,1.706596,5.660853,0.01316285
"2016-10-08 04:00:00",23348,620.3328,599.7405,0,23.12,22.52,91.84,90.23,1990.543,21.4592,21.1369,22.89256,90.91034,0.8274999,5.529286,0.008195783
"2016-10-08 05:00:00",23349,620.3083,599.7344,0,22.689,22.289,93.162,91.859,1877.171,21.36772,21.12208,22.5403,92.3225,0.1197222,5.214365,0.003235173
"2016-10-08 06:00:00",23350,620.2137,599.7344,0,22.328,21.968,94.92,93.104,1753.958,21.30871,21.02214,22.09678,94.03035,0.155625,4.872107,0.003057356
"2016-10-08 07:00:00",23351,620.2137,599.765,0,23.201,22.027,94.625,91.562,1962.379,21.79278,21.1068,22.40178,93.72094,0.1120139,5.451052,0.005192769
"2016-10-08 08:00:00",23352,600.9127,599.7955,0,24.876,23.11,91.434,82.504,2271.62,21.93427,21.3562,23.8068,87.2701,0.8413193,6.310057,0.01525298
"2016-10-08 09:00:00",23353,620.3328,599.9023,0,27.65,24.896,82.592,67.416,2803.305,21.86716,20.84712,26.10899,75.19677,1.497778,7.786958,0.04193051
"2016-10-08 10:00:00",23354,620.3389,599.7497,0,30.32,26.789,69.258,53.352,3676.831,21.20807,19.39557,28.77687,60.10771,2.796182,10.21342,0.1141453
"2016-10-08 11:00:00",23355,619.9481,599.8107,0,31.708,29.35,55.529,46.86,3698.795,20.43327,18.86872,30.35436,52.49078,2.74257,10.27443,0.1366835
"2016-10-08 12:00:00",23356,620.403,599.7375,0,33.616,30.791,49.716,42.48,4389.603,20.11448,18.71059,32.3208,46.01352,2.612084,12.19334,0.1550628
"2016-10-08 13:00:00",23357,620.0825,599.7344,0,34.964,31.579,48.062,37.603,3988.037,20.05388,18.02781,33.2303,42.39487,2.536041,11.07788,0.1625886
"2016-10-08 14:00:00",23358,620.0336,599.9207,0,35.702,33.017,41.148,35.373,3588.37,19.38434,17.62982,34.22986,38.47523,2.765069,9.967693,0.1885653
"2016-10-08 15:00:00",23359,620.113,599.6765,0,35.873,33.787,39.263,34.323,3336.852,18.92762,17.10054,34.78605,36.93913,2.840903,9.269033,0.1989137
"2016-10-08 16:00:00",23360,620.1313,599.7955,0,35.962,33.027,39.206,34.029,2621.899,18.40316,17.10777,34.77589,36.05362,2.697153,7.283054,0.1913459
"2016-10-08 17:00:00",23361,620.4609,599.7131,0,34.765,33.068,39.458,35.945,2258.904,17.797,17.06613,33.85201,37.72752,2.834168,6.274734,0.1908281
"2016-10-08 18:00:00",23362,620.1923,599.8565,0,33.027,30.47,46.35,39.404,1854.987,17.80853,17.34447,31.8018,42.68948,2.473402,5.152741,0.1502337
"2016-10-08 19:00:00",23363,620.1069,599.9298,0,30.478,29,50.48,46.347,1869.377,17.78658,17.52006,29.72684,48.37836,2.261249,5.192715,0.09028024
"2016-10-08 20:00:00",23364,601.0439,599.7375,0,29,27.548,60.077,50.478,1936.28,19.19139,17.68745,28.21611,56.1891,2.211389,5.378555,0.07268454
"2016-10-08 21:00:00",23365,619.9512,599.7375,0,27.56,26.699,65.019,60.042,1989.362,19.60628,19.04116,27.12746,61.73356,1.593334,5.526005,0.04973289
"2016-10-08 22:00:00",23366,620.3236,599.8412,0,26.678,25.646,72.16,65.074,2040.515,20.29821,19.58645,26.16271,68.47839,2.490278,5.668098,0.05347651
"2016-10-08 23:00:00",23367,619.8749,599.765,0,25.656,24.876,79.562,72.216,2046.954,21.12468,20.27575,25.26367,75.86275,1.72757,5.685984,0.03217103
"2016-10-09 00:00:00",23368,620.3236,599.7222,0,24.876,24.464,83.088,79.531,2064.895,21.51959,21.0941,24.65272,81.96263,1.720764,5.735819,0.02403816
"2016-10-09 01:00:00",23369,620.3236,599.8016,0,24.535,24.273,84.609,82.867,2040.147,21.56165,21.35628,24.40813,83.47527,1.495903,5.667075,0.02017961
"2016-10-09 02:00:00",23370,600.9005,599.7344,0,24.324,23.952,85.746,84.605,2025.474,21.631,21.39583,24.14605,85.18152,1.530486,5.626317,0.01840239
"2016-10-09 03:00:00",23371,620.3083,599.71,0,24.093,23.872,86.951,85.607,2030.164,21.62323,21.46702,23.99989,86.11525,1.518888,5.639346,0.01721329
"2016-10-09 04:00:00",23372,620.3022,599.71,0,23.912,23.562,88.48,86.945,1979.917,21.66146,21.54797,23.70852,87.95959,1.076042,5.499771,0.01219178
"2016-10-09 05:00:00",23373,620.29,599.7375,0,23.652,23.312,89.504,88.292,1931.014,21.64077,21.4225,23.5098,88.70263,0.4845834,5.363927,0.007113385
"2016-10-09 06:00:00",23374,620.3022,599.7497,0,23.612,23.171,89.488,87.834,1910.46,21.52282,21.3179,23.42583,88.33403,0.4885417,5.306832,0.007274857
"2016-10-09 07:00:00",23375,619.8352,599.7009,0,24.022,23.1,89.972,85.855,2131.684,21.68141,21.35936,23.39869,88.79602,0.7493052,5.921344,0.01273981
"2016-10-09 08:00:00",23376,620.2625,599.7222,0,25.856,23.972,85.777,74.376,2674.345,21.59684,20.76533,24.94291,80.04684,2.143542,7.428736,0.04435232
"2016-10-09 09:00:00",23377,620.3267,599.7955,0,28.388,25.897,74.832,58.889,3450.825,21.55127,19.25807,27.1449,67.6675,2.586041,9.585626,0.08497766
"2016-10-09 10:00:00",23378,620.3846,599.7192,0,30.34,27.188,62.099,49.778,3592.292,19.8778,18.52076,28.81216,56.1045,3.061667,9.97859,0.1342557
"2016-10-09 11:00:00",23379,620.3877,599.7497,0,32.248,30.09,51.847,40.621,4259.274,19.64182,16.9438,31.10692,47.06004,2.528958,11.83132,0.1447596
"2016-10-09 12:00:00",23380,620.0061,599.8107,0,33.724,31.359,44.483,36.47,4399.809,18.58675,16.45153,32.64865,40.43257,2.697917,12.22169,0.1758562
"2016-10-09 13:00:00",23381,620.1069,599.8412,0,34.882,32.668,40.451,30.776,4332.08,18.31013,15.15143,33.93623,35.71948,2.340555,12.03355,0.1713348
"2016-10-09 14:00:00",23382,620.4457,599.9329,0,36.072,34.115,33.943,27.702,4107.819,17.00123,13.85358,35.02948,30.60829,2.14889,11.41061,0.1738227
"2016-10-09 15:00:00",23383,620.1526,599.7466,0,36.491,34.645,30.619,24.088,3441.483,15.47022,12.39716,35.74864,26.74974,2.26493,9.559674,0.1922357
"2016-10-09 16:00:00",23384,620.0549,599.8871,0,36.469,35.464,29.033,25.423,2678.34,15.02342,13.00917,35.9109,26.71705,1.872778,7.439832,0.1616253
"2016-10-09 17:00:00",23385,620.171,599.7924,0,35.921,34.794,29.159,24.9,2127.92,14.68944,12.5099,35.4578,27.05084,1.652222,5.910888,0.141841
"2016-10-09 18:00:00",23386,600.928,599.8596,0,35.304,32.976,30.932,27.013,1900.977,13.99042,12.99545,34.0241,29.30301,0.8229167,5.280492,0.07186402
"2016-10-09 19:00:00",23387,600.9554,599.826,0,33.039,30.798,33.443,30.556,1862.723,13.57104,12.79525,31.84798,32.08741,0.02083333,5.17423,0.00455538
"2016-10-09 20:00:00",23388,620.0916,599.9451,0,30.791,28.048,58.189,33.441,1917.217,19.08277,12.86036,29.43629,49.77864,2.452917,5.325602,0.09191966
"2016-10-09 21:00:00",23389,620.0336,599.7222,0,28.04,26.266,65.367,58.216,2012.616,19.47187,19.08274,27.04344,62.71595,2.380485,5.5906,0.06291357
"2016-10-09 22:00:00",23390,620.3969,599.9329,0,26.266,25.326,70.115,65.339,2033.339,19.53195,19.17018,25.79087,67.26264,1.838959,5.648165,0.04543338
"2016-10-09 23:00:00",23391,620.0061,599.9359,0,25.376,24.695,79.324,70.05,2045.891,20.90101,19.49571,25.05735,75.13567,1.940625,5.68303,0.03538605
"2016-10-10 00:00:00",23392,619.9207,599.9084,0,24.716,24.472,82.598,79.292,2066.912,21.38401,20.87489,24.55899,81.64706,2.011249,5.741421,0.02677111
"2016-10-10 01:00:00",23393,620.3969,599.8138,0,24.774,24.514,82.636,81.336,2057.984,21.47843,21.3342,24.67671,81.92242,2.268751,5.716621,0.02841075
"2016-10-10 02:00:00",23394,619.8352,599.765,0,24.724,24.334,82.572,81.986,2039.943,21.47623,21.13954,24.51105,82.36252,1.734722,5.666507,0.02354597
"2016-10-10 03:00:00",23395,600.8608,599.7497,0,24.375,24.012,82.359,81.496,1971.383,21.16805,20.6708,24.2294,81.90182,1.542292,5.476063,0.02217759
"2016-10-10 04:00:00",23396,600.9249,599.9329,0,24.034,23.752,81.656,75.699,1951.763,20.67631,19.22689,23.90146,79.13762,2.045069,5.421563,0.02979256
"2016-10-10 05:00:00",23397,620.3663,599.7344,0,23.772,22.99,76.123,74.804,1861.123,19.24333,18.55648,23.42446,75.37276,1.357292,5.169785,0.02644124
"2016-10-10 06:00:00",23398,600.8853,599.7466,0,23.02,22.368,78.188,75.97,1741.191,18.58023,18.36184,22.61951,77.22878,0.170625,4.836642,0.005899955
"2016-10-10 07:00:00",23399,620.3358,599.765,0,24.382,22.409,78.191,70.708,2159.482,18.76231,18.43151,23.18432,75.23656,0.7363194,5.998562,0.02220611
"2016-10-10 08:00:00",23400,620.348,599.6734,0,27.068,24.334,70.562,59.07,2851.448,18.84718,18.01231,25.57889,64.84586,1.469236,7.920689,0.0556177
"2016-10-10 09:00:00",23401,620.406,599.7985,0,29.24,26.758,59.208,50.017,3481.015,18.46468,17.57598,27.93517,54.65727,2.146042,9.669487,0.101725
"2016-10-10 10:00:00",23402,620.3694,599.8321,0,30.779,28.708,51.693,44.402,3967.723,18.26883,17.17652,29.61127,48.59199,2.576596,11.02145,0.138448
"2016-10-10 11:00:00",23403,620.0305,599.8412,0,32.1,30.119,47.286,39.076,4256.975,17.9741,16.1672,31.24275,42.64788,2.942223,11.82493,0.1773235
"2016-10-10 12:00:00",23404,600.9524,599.7802,0,34.396,31.56,41.526,32.955,4412.005,17.49023,15.07767,32.64652,37.14111,2.533541,12.25557,0.1756193
"2016-10-10 13:00:00",23405,620.0947,599.8718,0,35.285,33.107,37.33,28.218,4368.652,16.7059,13.34128,34.30296,31.6736,2.683887,12.13515,0.2052464
"2016-10-10 14:00:00",23406,620.1404,599.8168,0,35.912,34.396,30.537,24.954,3880.129,14.95344,12.39697,35.12425,27.25515,2.932085,10.77814,0.2371616
"2016-10-10 15:00:00",23407,620.3877,599.7192,0,36.628,34.486,28.703,24.835,3345.512,14.53542,12.49463,35.75007,26.14579,2.0425,9.29309,0.1768506
"2016-10-10 16:00:00",23408,620.0549,599.826,0,36.411,34.984,29.142,25.308,2739.388,15.37258,12.54579,35.68537,26.89062,2.157361,7.609412,0.182229
"2016-10-10 17:00:00",23409,620.1404,599.8504,0,35.702,34.774,28.864,25.732,2305.682,14.483,12.86096,35.33471,27.3435,1.807708,6.404671,0.1532185
"2016-10-10 18:00:00",23410,600.9829,599.7497,0,34.774,33.136,31.39,28.125,1934.792,14.21541,13.59937,33.88412,29.91489,1.631667,5.374423,0.1313546
"2016-10-10 19:00:00",23411,600.9097,599.7497,0,33.148,31.189,35.648,31.356,1931.165,14.2969,13.82938,32.20776,33.30531,0.2888195,5.364347,0.02399431
"2016-10-10 20:00:00",23412,620.1526,599.7222,0,31.201,28.298,63.66,35.443,1996.499,20.78255,14.09237,29.67806,52.55725,1.894722,5.545831,0.07380139
"2016-10-10 21:00:00",23413,620.058,599.765,0,28.32,26.568,68.906,63.626,2061.571,20.90617,20.40818,27.25118,67.17218,2.084444,5.726585,0.05152022
"2016-10-10 22:00:00",23414,620.0305,599.8168,0,26.578,25.656,73.96,68.926,2042.871,20.69395,20.40445,26.10036,71.39442,1.690486,5.674641,0.03814206
"2016-10-10 23:00:00",23415,619.9298,599.9329,0,25.656,25.014,77.66,73.934,2010.677,20.88653,20.64956,25.33069,75.82053,0.7693056,5.585215,0.01850018
"2016-10-11 00:00:00",23416,619.8596,599.8565,0,25.014,24.494,81.203,77.625,2001.038,21.10815,20.82578,24.75595,79.4017,1.506389,5.55844,0.02500759
"2016-10-11 01:00:00",23417,620.348,599.8016,0,24.504,24.054,83.836,81.197,1996.326,21.233,21.04376,24.29484,82.51314,1.121459,5.545351,0.01755198
"2016-10-11 02:00:00",23418,620.3816,599.7375,0,24.132,23.802,84.777,83.72,1972.399,21.2499,21.08134,23.98691,84.17017,0.86625,5.478886,0.01345794
"2016-10-11 03:00:00",23419,620.2839,599.7222,0,23.852,23.392,85.367,79.656,1906.955,21.09951,19.8339,23.61951,83.24247,0.7686804,5.297097,0.0128716
"2016-10-11 04:00:00",23420,620.3602,599.7436,0,23.612,23.09,79.63,76.422,1919.257,19.87602,18.80468,23.40075,77.34329,1.180694,5.331269,0.0223293
"2016-10-11 05:00:00",23421,600.116,599.6978,0,23.11,22.268,77.957,76.6,1862.427,18.81678,18.18552,22.64084,77.44115,1.118194,5.173408,0.02095207
"2016-10-11 06:00:00",23422,620.2717,599.7955,0,23.132,22.058,77.562,67.324,1897.473,18.20413,16.73933,22.30332,74.99356,1.796457,5.270759,0.03105578
"2016-10-11 07:00:00",23423,620.4335,599.9329,0,25.014,23.08,67.348,58.867,2325.822,16.72887,16.19335,23.98509,62.5075,1.581527,6.460615,0.05953839
"2016-10-11 08:00:00",23424,620.3877,599.7558,0,26.818,24.864,59.396,51.652,2813.685,16.6216,15.97951,25.80279,55.92135,1.64125,7.815791,0.07503694
"2016-10-11 09:00:00",23425,620.3236,599.765,0,29.01,26.418,52.158,44.422,3344.8,16.23317,15.44962,27.74125,48.34535,2.609931,9.29111,0.1341817
"2016-10-11 10:00:00",23426,619.9786,599.7466,0,30.798,28.56,46.023,40.794,3876.627,16.5576,15.42075,29.38788,43.74751,2.918125,10.76841,0.1660352
"2016-10-11 11:00:00",23427,619.9237,599.7344,0,32.199,29.76,43.995,36.486,4297.325,16.93012,15.1403,31.18411,39.96411,2.27,11.93701,0.1492629
"2016-10-11 12:00:00",23428,620.0671,599.7222,0,33.517,31.678,39.48,33.11,4568.36,16.58594,14.58967,32.41964,36.447,2.522084,12.68989,0.1764037
"2016-10-11 13:00:00",23429,600.9554,599.9207,0,34.544,32.568,36.178,30.259,4505.575,16.22518,14.18497,33.59868,32.54247,2.515347,12.51549,0.1899516
"2016-10-11 14:00:00",23430,600.9127,599.9329,0,35.375,33.558,32.528,25.724,4088.848,15.35516,12.64046,34.50564,28.89888,2.498473,11.35791,0.2007315
"2016-10-11 15:00:00",23431,620.0794,599.7375,0,35.873,34.275,29.588,24.539,3393.25,14.43167,11.97923,35.1523,26.36755,2.932987,9.425694,0.2391282
"2016-10-11 16:00:00",23432,619.9512,599.8871,0,36.372,34.815,26.834,23.346,2729.999,13.64661,11.49093,35.45121,25.21739,2.404027,7.583331,0.2040793
"2016-10-11 17:00:00",23433,619.9603,599.8596,0,35.694,34.316,26.714,23.195,2412.14,13.06603,11.27641,34.9674,25.35417,1.929098,6.700388,0.1659477
"2016-10-11 18:00:00",23434,620.1404,599.7985,0,34.474,33.007,27.722,25.302,2057.423,12.44366,11.56517,33.86688,26.24539,1.196736,5.715063,0.1047701
"2016-10-11 19:00:00",23435,600.9432,599.8229,0,33.046,31.978,29.091,27.493,2049.888,12.00714,11.56002,32.48147,28.12492,0.9138889,5.694132,0.06784967
"2016-10-11 20:00:00",23436,620.1069,599.7344,0,32.06,27.9,57.068,28.923,2056.928,18.81339,11.72061,29.91663,44.35867,1.809861,5.713688,0.08409974
"2016-10-11 21:00:00",23437,620.0305,599.8199,0,27.919,26.288,64.216,57.095,2175.958,19.02717,18.58902,26.9716,60.71381,1.907848,6.044328,0.05750563
"2016-10-11 22:00:00",23438,619.9603,599.7497,0,26.288,25.426,70.164,64.212,2235.287,19.64938,18.99392,25.83856,67.17091,1.513959,6.209131,0.04026303
"2016-10-11 23:00:00",23439,620.0061,599.8535,0,25.466,24.854,73.984,70.128,2195.305,19.95925,19.58654,25.1862,72.18823,1.197708,6.098069,0.02882752
"2016-10-12 00:00:00",23440,619.9207,599.7253,0,24.876,24.343,76.66,73.949,2070.528,20.0555,19.87947,24.57112,75.54857,0.6502779,5.751467,0.01634229
"2016-10-12 01:00:00",23441,619.9054,599.7344,0,24.362,23.792,78.714,76.65,2027.759,20.04113,19.74522,24.04543,77.57588,0.6864585,5.632664,0.01553602
"2016-10-12 02:00:00",23442,619.9115,599.9451,0,24.253,23.652,78.508,67.203,1984.272,19.80718,17.67556,23.91493,73.45794,0.450278,5.511867,0.01320191
"2016-10-12 03:00:00",23443,619.8474,599.7344,0,24.214,22.609,70.076,66.188,1863.97,17.80943,16.73487,23.50517,67.39909,0.1622917,5.177695,0.007529091
"2016-10-12 04:00:00",23444,619.8627,599.71,0,22.9,21.968,71.125,65.814,1766.816,16.86347,16.06557,22.49018,68.27979,0.1491667,4.907822,0.006781491
"2016-10-12 05:00:00",23445,619.9237,599.8412,0,22.79,22.318,66.859,64.98,1831.529,16.09788,15.77715,22.56363,66.14182,0.4920834,5.087582,0.01665911
"2016-10-12 06:00:00",23446,619.9573,599.765,0,22.71,22.068,67.291,64.914,1839.539,15.83901,15.68628,22.39934,66.05302,0.2026389,5.109831,0.008759998
"2016-10-12 07:00:00",23447,600.9097,599.8718,0,25.516,22.52,65.544,57.241,2326.353,16.69203,15.74552,23.85482,62.10886,0.2885417,6.462092,0.01632547
"2016-10-12 08:00:00",23448,620.3358,599.8443,0,27.669,25.474,57.238,51.605,2920.538,17.07969,16.37644,26.54934,54.70821,1.701181,8.112605,0.08067206
"2016-10-12 09:00:00",23449,600.9585,599.9451,0,29.4,26.957,53.195,46.312,3491.293,17.12404,16.3948,28.1298,49.90185,2.515833,9.698036,0.12777
"2016-10-12 10:00:00",23450,600.9097,599.826,0,31.119,28.15,50.38,42.437,4201.04,17.52612,16.4249,29.40721,46.95928,2.720417,11.66956,0.1489346
"2016-10-12 11:00:00",23451,619.9084,599.768,0,33.058,30.279,45.052,33.455,4646.569,17.68152,14.34554,31.70534,39.82024,2.564444,12.90714,0.1678788
"2016-10-12 12:00:00",23452,619.9481,599.8412,0,34.085,31.548,39.688,32.121,4578.909,16.86742,14.85436,32.81359,35.48014,2.485347,12.71919,0.1780002
"2016-10-12 13:00:00",23453,600.9371,599.7161,0,34.655,32.108,39.091,32.304,3809.98,17.1923,14.97844,33.34545,34.28738,2.743611,10.58328,0.1970297
"2016-10-12 14:00:00",23454,600.9432,599.9084,0,35.453,32.699,37.564,32.23,3356.316,17.46713,15.21359,33.62382,34.95945,2.337917,9.3231,0.1701704
"2016-10-12 15:00:00",23455,620.0825,599.8748,0,35.624,33.308,35.425,28.574,2977.061,16.25531,13.98079,34.25339,31.12176,2.067709,8.269614,0.1625659
"2016-10-12 16:00:00",23456,620.0702,599.9084,0,35.612,33.158,33.912,28.109,2616.136,15.68649,14.0446,34.22229,30.98967,2.269652,7.267045,0.1757761
"2016-10-12 17:00:00",23457,620.0061,599.7924,0,34.216,32.636,35.042,31.583,2318.894,15.57927,14.73042,33.47456,33.07794,2.072014,6.441373,0.1550525
"2016-10-12 18:00:00",23458,600.9585,599.768,0,33.238,32,38.055,34.335,2028.73,16.09098,15.34078,32.51329,36.33094,1.617153,5.635362,0.1164085
"2016-10-12 19:00:00",23459,620.1008,599.7772,0,32.218,28.85,58.878,37.613,2032.397,20.14647,15.73899,30.56324,49.16536,2.610278,5.645548,0.09999959
"2016-10-12 20:00:00",23460,620.0549,599.826,0,28.88,27.128,64.755,58.875,2135.056,20.07427,19.65458,28.0008,61.09231,2.435208,5.930711,0.06852958
"2016-10-12 21:00:00",23461,620.3633,599.7497,0,27.128,26.026,71.816,64.808,2091.595,20.58723,19.94045,26.52738,68.47706,1.466389,5.809987,0.03849405
"2016-10-12 22:00:00",23462,620.3999,599.7436,0,26.038,25.516,73.974,71.844,2044.953,20.64432,20.50016,25.69189,73.32352,1.423264,5.680425,0.03148204
"2016-10-12 23:00:00",23463,619.9359,599.6734,0,25.596,25.196,75.691,73.531,2037.88,20.64152,20.49304,25.42431,74.50837,1.616389,5.660779,0.03258418
"2016-10-13 00:00:00",23464,600.9066,599.7344,0,25.224,24.774,77.844,75.632,2012.035,20.68714,20.57965,25.01792,76.59752,1.807362,5.588986,0.031898
"2016-10-13 01:00:00",23465,619.9451,599.7131,0,24.825,24.613,78.566,77.496,1988.419,20.7364,20.52997,24.71063,78.05458,1.8925,5.523385,0.03059552
"2016-10-13 02:00:00",23466,619.8627,599.7527,0,24.632,24.042,79.449,77.869,2018.782,20.54787,20.2235,24.28586,78.58433,2.347708,5.607728,0.03356063
"2016-10-13 03:00:00",23467,600.8944,599.8748,0,24.093,23.612,79.164,77.734,1966.502,20.25164,19.58409,23.85502,78.73975,2.02257,5.462506,0.0300975
"2016-10-13 04:00:00",23468,620.3389,599.7802,0,23.712,23.02,79.52,77.609,1873.079,19.60134,19.26859,23.37935,78.43156,1.440764,5.202999,0.0242817
"2016-10-13 05:00:00",23469,620.2991,599.8412,0,23.1,22.678,80.531,79.121,1849.826,19.31853,19.14813,22.92353,79.62503,1.637014,5.138405,0.02462123
"2016-10-13 06:00:00",23470,620.2869,599.9329,0,22.678,22.308,82.039,80.466,1811.692,19.21444,19.07979,22.49501,81.27151,0.8391666,5.032477,0.01451515
"2016-10-13 07:00:00",23471,619.8383,599.7344,0,24.504,22.47,81.726,74.098,2372.889,19.75921,19.17823,23.40189,78.39211,0.4450695,6.591358,0.01472912
"2016-10-13 08:00:00",23472,600.9951,599.884,0,27.399,24.542,74.156,62.619,3014.77,20.00249,19.31596,25.92638,68.47003,1.309444,8.37436,0.04671634
"2016-10-13 09:00:00",23473,620.0427,599.7344,0,28.439,26.928,63.603,56.738,2928.649,19.90424,18.61965,27.57965,59.85352,2.704305,8.135138,0.1076762
"2016-10-13 10:00:00",23474,619.939,599.765,0,29.6,27.328,59.738,52.308,3049.031,19.30966,18.52703,28.66366,55.32669,2.792778,8.469532,0.1253489
"2016-10-13 11:00:00",23475,619.9939,599.7894,0,32.168,28.92,53.072,44.377,3808.937,19.20362,17.91195,30.5513,48.75194,3.0875,10.58038,0.1626632
"2016-10-13 12:00:00",23476,619.9359,599.7344,0,33.068,30.42,48.053,39.269,3760.34,18.97453,17.02679,31.83008,43.75155,2.752084,10.44539,0.1655704
"2016-10-13 13:00:00",23477,619.9207,599.7344,0,34.066,31.688,42.441,35.021,3963.4,18.26908,16.33214,33.12035,38.14443,2.7325,11.00945,0.1848664
"2016-10-13 14:00:00",23478,620.1618,599.9084,0,35.363,32.476,38.314,31.843,3288.036,17.95022,15.45298,33.91198,35.02769,2.347291,9.133433,0.1712571
"2016-10-13 15:00:00",23479,620.0061,599.9237,0,35.554,32.878,36.735,30.999,3426.555,17.26911,15.41617,34.60014,33.45286,2.636805,9.518209,0.1961711
"2016-10-13 16:00:00",23480,620.1038,599.8718,0,35.861,33.865,33.119,28.307,2668.977,16.2727,14.28717,35.01756,30.67215,2.468403,7.413826,0.1925378
"2016-10-13 17:00:00",23481,619.9115,599.7344,0,35.433,34.265,32.122,28.562,2254.808,15.76327,14.05586,34.78193,30.37887,1.939792,6.263355,0.1550778
"2016-10-13 18:00:00",23482,620.1649,599.7344,0,34.626,31.25,49.515,29.157,1883.381,19.47643,13.99914,33.1286,38.72006,2.740417,5.231615,0.1794631
"2016-10-13 19:00:00",23483,620.3236,599.8107,0,31.25,29.109,57.971,49.511,1950.882,20.0223,19.44862,30.25626,53.69276,2.724236,5.419117,0.09284692
"2016-10-13 20:00:00",23484,620.058,599.7344,0,29.1,27.309,65.273,57.906,2033.21,20.30795,19.9852,28.135,62.0778,2.340417,5.647804,0.06538324
"2016-10-13 21:00:00",23485,620.3877,599.9146,0,27.298,26.327,67.531,65.238,2018.081,20.24972,19.70255,26.74756,66.48061,1.768333,5.605779,0.04652797
"2016-10-13 22:00:00",23486,620.3969,599.7497,0,26.346,25.756,67.781,64.66,1976.271,19.82263,18.71731,25.98954,66.18743,1.781806,5.489643,0.04612602
"2016-10-13 23:00:00",23487,620.3846,599.71,0,25.827,25.014,68.562,64.923,1932.536,18.96963,18.64873,25.41802,66.75584,1.39125,5.368154,0.03776997
"2016-10-14 00:00:00",23488,620.3236,599.7497,0,25.024,24.124,74.34,68.59,1901.897,19.3586,18.84798,24.57142,71.87919,0.9493051,5.283048,0.0240932
"2016-10-14 01:00:00",23489,620.3694,599.8718,0,24.132,23.392,80.109,74.332,1866.163,19.79817,19.2676,23.76893,77.29279,0.2129861,5.183785,0.006996992
"2016-10-14 02:00:00",23490,620.348,599.7741,0,23.452,22.71,82.828,79.972,1883.195,19.86002,19.62728,23.10551,81.36774,0.2222916,5.231096,0.006249021
"2016-10-14 03:00:00",23491,620.3144,599.7955,0,23.01,22.57,82.953,78.308,1846.649,19.67597,18.93616,22.75756,81.10514,0.4786807,5.12958,0.01008204
"2016-10-14 04:00:00",23492,620.3267,599.7375,0,23.141,22.52,79.438,72.535,1833.136,19.01452,17.9166,22.69275,76.44542,0.487639,5.092044,0.01217787
